id,name,ibu,ibu_category,srm,srm_category,abv,abv_category,ebc,description,image_url,ingredients,ph,food_pairing,tagline,brewers_tips
257,Semi Skimmed Occultist,70.0,High,81.28,Black,8.0,Low,160.0,This one-off brew is packed with all the decadent flavours and textures associated with Imperial Stouts. This can features exclusive artwork by The Red Dress.,,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 7.8, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 1, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.8, 'unit': 'kilograms'}}, {'name': 'Extra Dark Crystal', 'amount': {'value': 0.4, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.4, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.4, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.2, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Bitter'}, {'name': 'Lactose', 'amount': {'value': 600, 'unit': 'grams'}, 'add': 'Middle', 'attribute': 'Aroma'}, {'name': 'Coffee', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}, {'name': 'Cacoa Nibs', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}, {'name': 'Vanilla', 'amount': {'value': 4, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.1,"['Pan-Seared Venison with Blackberries', 'Fig Tart', 'Dark Chocolate and Coffee Torte']",Oatmeal Milk Stout.,Surface area contact is key in dry additions. Make sure your coffee and cacao nibs are weighed down with something and spread them out between multiple muslin bags if you can. This is not an exact science so taste as you go and swap out for fresh coffee and/or cacao if you haven't gotten the flavour you want after five days or so. You will not have this problem with the vanilla.
258,Paradox Rye,100.0,High,152.0,Black,13.0,Undefined,300.0,"In 2006 James and Martin hijacked a beer dinner run by Michael Jackson, the acclaimed beer and whisky writer, and convinced him to taste one of their home brews. This was a defining moment in BrewDog prehistory, and that beer was the first incarnation of the ubiquitous Paradox. Aged in a variety of casks over the years, Paradox is dark, decadent and encapsulating. Can be enjoyed fresh; phenomenal when aged.",,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.875, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 2, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.875, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 60, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Bitter'}, {'name': 'Columbus', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Middle', 'attribute': 'Flavour'}, {'name': 'Saaz', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'End', 'attribute': 'Flavour'}, {'name': 'First Gold', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'End', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Char-grilled Lamb Cutlets', 'BBQ Brisket', 'Chocolate and Strawberry Mousse']",Rye Whisky Barrel-Aged Imperial Stout.,"The beauty of this beer is in how brilliantly it lends itself to infusing or ageing. Experiment with different additions when the beer is ageing, taste it regularly to gauge its progress, and make sure you package it at its peak."
259,Tropic Thunder,25.0,Medium,86.36,Black,7.0,Low,170.0,"Tropic Thunder is the winner of the first ever #HomeBrewDog competition; the brainchild of Tom Doyle, this beer was the highest rated of the 307 beers that were tasted. A full-bodied and complex stout loaded with chocolate, mocha and roasty flavours, finishing with a vibrant burst of orange.",,"{'malt': [{'name': 'Propino Pale Malt', 'amount': {'value': 3.8, 'unit': 'kilograms'}}, {'name': 'Medium Crystal', 'amount': {'value': 0.30000000000000004, 'unit': 'kilograms'}}, {'name': 'Extra Dark Crystal', 'amount': {'value': 0.05, 'unit': 'kilograms'}}, {'name': 'Premium English Caramalt', 'amount': {'value': 0.30000000000000004, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.2, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 2, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Bitter'}, {'name': 'Hallertauer MittelfrÃ¼h', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Bitter'}, {'name': 'First Gold', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Bitter'}, {'name': 'Hallertauer MittelfrÃ¼h', 'amount': {'value': 7, 'unit': 'grams'}, 'add': 'End', 'attribute': 'Flavour'}, {'name': 'Sweet Orange Peel', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Whirlpool', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.2,"['Steak and Kidney Pie', 'Pork Carnitas', 'Chocolate Orange Brownies']",Island-Hopping Stout.,"If you are feeling adventurous, and havenâ€™t guzzled your whole batch upon first tasting it, try mulling this like you would a wine or cider. Cinnamon and clove will really lend themselves to the flavour of Tropic Thunder and mulled beer is definitely cooler than the usual offerings at a winter gathering."
260,New England IPA,45.0,High,9.0,Medium Amber,6.8,Low,17.0,"BrewDog vs Cloudwater is a 6.8% Vermont-style India Pale Ale, hopped with Mosaic in the whirlpool only. Without any big- hitting additions of hops in the boil, we carried the flavour by heavily dry-hopping the brew with Citra and Mosaic. We also used oats in the recipe to deliver the trademark smooth mouthfeel â€“ and made it truly authentic by propagating a one-off culture of Vermont yeast, specifically for the brew.",,"{'malt': [{'name': 'Propino Pale Malt', 'amount': {'value': 3.4, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.39, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.56, 'unit': 'kilograms'}}], 'hops': [{'name': 'Mosaic', 'amount': {'value': 33, 'unit': 'grams'}, 'add': 'Whirlpool', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 83, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 83, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'WLP4000 - Vermont Ale'}",4.2,"[""Goat's Cheese Bruschetta"", 'Pan-Fried Lemon Sole', 'Baked Peaches with Citrus Fruit Reduction']",Vermont IPA,"Skip the arrageenan (Irish Moss), all haze is good haze in this beer."
261,Small Batch: Nitro Breakfast Stout,80.0,High,44.7,Black,8.0,Low,88.0,"An utterly indulgent, smooth as hell Stout. With opulent flavours of chocolate milkshake, roasty espresso coffee, and mellow vanilla, this beer has a full-bodied and creamy mouthfeel.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4.38, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.62, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.62, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.19, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Bitter'}, {'name': 'Lactose', 'amount': {'value': 262.5, 'unit': 'grams'}, 'add': 'Middle', 'attribute': 'Aroma'}, {'name': 'Vanilla Extract', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'End', 'attribute': 'Flavour'}, {'name': 'Cacao Nibs', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'End', 'attribute': 'Flavour'}, {'name': 'Coffee', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'End', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",5.2,"['Habanero Pulled Pork', 'Choc Chip Cookies,', 'Black Pudding Croquettes']",Boozy Chocolate Milkshake.,"* Not a suitable replacement for an actual breakfast. Nitroing at home is, well, not impossible but unlikely. Luckily this beer tastes great when lightly carbonated too! Be prepared for a slow runoff and donâ€™t skimp on the cacao!"
262,Small Batch: Vermont IPA V2.0,35.0,Undefined,7.6,Pale Amber,6.9,Low,15.0,"A second trial of our previous Small Batch Vermont IPA using a different yeast strain. A vermont style IPA, with low background bitterness, loaded with intense juicy fruit characters.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Propino Pale Malt', 'amount': {'value': 3.3, 'unit': 'kilograms'}}, {'name': 'Maris Otter', 'amount': {'value': 0.8, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.2, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 1, 'unit': 'grams'}, 'add': 'Middle', 'attribute': 'Aroma'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'End', 'attribute': 'Flavour'}, {'name': 'Amarillo', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'End', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'End', 'attribute': 'Flavour'}, {'name': 'Citra', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'WLP4000 - Vermont Ale'}",4.2,"['Chicken Korma', 'Lobster Salad', 'Chicken and Apricot Tagine']","Juicy, Citrusy, Tropical.",DONâ€™T add flour. This â€œtipâ€� has been floating around for the style and itâ€™s bad advice. Any and all murk should accompany something that enhances the beer. This little juice-box is dry hopped at a rate of 10g per litre. Wonder what would happen if you doubled that...
263,Small Batch: Mandarina Lager,40.0,High,4.0,Pale Gold,5.3,Low,7.0,"A bitter pils-style lager which is packed with aromas of citrus and a dry, refreshing biscuit malt backbone. Light floral notes add to the complexity.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.096, 'unit': 'kilograms'}}, {'name': 'Pale Ale', 'amount': {'value': 1.032, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 4, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bitter'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 2126 - Bohemian Lagerâ„¢'}",4.3,"['Green Thai Curry', 'Fish Tacos', ""Goat's Cheese Salad With Walnuts, Radish And Blood Orange""]",Pithy Pale Pilsner.,"After boiling your wort, chill the wort down quickly to avoid the compound DMS forming. DMS gives beer a tinned sweetcorn like aroma."
264,Small Batch: East Coast Crush,25.0,Medium,8.0,Pale Amber,4.8,Low,15.0,"East Coast Crush is a Vermont style pale ale, packaged and served using our custom LIVE beer dispense. A session Vermont IPA, with low background bitterness, loaded with intense juicy mango, pineapple, peach and pine.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.24, 'unit': 'kilograms'}}, {'name': 'Uncrushed Wheat', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.2,"['Chickpea and Apricot Tagine', 'Pan-fried Lemon Sole', 'Lobster Salad']",Session Vermont IPA.,"Vermont Yeast, whilst desirable for this style of beer, is not absolutely necessary. The murk of a NEIPA can be achieved by malt selection and your process."
265,Pump Action Poet,40.0,High,6.0,Deep Gold,7.5,Low,12.0,A one-off beer which combines the sweet and juicy flavour of stonefruit with tropical hop aromas. This can features exclusive artwork by Tracie Ching.,,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.86, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.54, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.54, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Start', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Apricot Juice', 'amount': {'value': 1, 'unit': 'kilogram'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Peach Juice', 'amount': {'value': 1, 'unit': 'kilogram'}, 'add': 'Flame Out', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",5.2,"['Citrus Salad', 'Spicy Chilli Prawns', 'Orange Zest Tart']",Stone Fruit IPA.,"Adding the fruit at the end of the boil effectively pasteurises it. If you plan to add fruit after primary fermentation, buy aseptic puree or have a plan to pasteurise it before adding it."
266,Small Batch: Lemon Meringue Pie,5.0,Low,4.0,Pale Gold,6.5,Low,7.0,"Brewed to a concept voted on at Craft Beer Rising, this one-off beer is an experimental brew which emulates the flavour of lemon meringue pie.",,"{'malt': [{'name': 'Maris Otter', 'amount': {'value': 4.533, 'unit': 'kilograms'}}, {'name': 'Dextrin Malt', 'amount': {'value': 0.5670000000000001, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.5670000000000001, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Sorachi Ace', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Lemon Peel', 'amount': {'value': 4, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Coriander Seeds', 'amount': {'value': 2, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Lemon Concentrate', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.0,['Lemon Tart'],Experimental Dessert Beer.,"Dextrin Malt adds sugars to your wort that the yeast are unable to ferment. If you want a sweetness remaining in your beer, add a little of this but not too much!!!"
267,AB:22,70.0,High,51.0,Black,12.5,Undefined,100.0,"An imperial stout brewed with cacao and coffee, AB22 has spent two years in darkness, drawing complex and indulgent flavours from the Speyside whisky casks in which it resided.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 8.16, 'unit': 'kilograms'}}, {'name': 'Golden Naked Oats', 'amount': {'value': 0.96, 'unit': 'kilograms'}}, {'name': 'Medium Crystal', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.24, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'First Wort Hops', 'attribute': 'Bittering'}, {'name': 'American Oak Chips Medium Toast Soaked In Speyside Whisky', 'amount': {'value': 4, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Black Pepper', 'amount': {'value': 4, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Cardamon', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Ginger', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Nutmeg', 'amount': {'value': 2, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Cinnamon', 'amount': {'value': 2, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Star Anis', 'amount': {'value': 1, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.1,"['Roast Pheasant With Savoy Cabbage', 'Chilli Beer Tacos', 'Dark Chocolate Truffles']",Speyside Barrel-Aged Coffee Chocolate Stout.,Soak American oak (medium toasted) chips in your favourite Speyside tipple overnight and add them after primary fermentation
268,Hazy Jane,30.0,Undefined,8.0,Pale Amber,7.2,Low,15.0,"A Vermont style IPA, with low background bitterness, loaded with juicy fruit character. Pine, stonefruit, mango, light resin and hints of lime peel - this juicy IPA is low in bitterness, full-bodied and smooth, enhancing the soft ripe fruit flavours.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.96, 'unit': 'kilograms'}}, {'name': 'Maris Otter', 'amount': {'value': 0.96, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 1, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.2,"[""Goat's Cheese Bruschetta"", 'Pan-Fried Lemon Sole', 'Baked Peaches With Citrus Fruit']",New England IPA.,This beer is supposed to be very cloudy. Donâ€™t be shy to get a good bit of the hot break into the fermenter.
269,Small Batch: Imperial Pale Weizen,25.0,Medium,9.0,Medium Amber,7.5,Low,18.0,"An amplified version of a style we first brewed with Weihenstephan. A full-on deluge of spice and citrus, the new world hops bring spiced orange, lemon peel and fresh grassy and floral notes while the weizen base adds pepper, clove and banana.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Maris Otter', 'amount': {'value': 3.74, 'unit': 'kilograms'}}, {'name': 'White Wheat', 'amount': {'value': 2.267, 'unit': 'kilograms'}}, {'name': 'Extra Dark Crystal', 'amount': {'value': 0.091, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bitter'}, {'name': 'Ariana', 'amount': {'value': 12, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Cascade', 'amount': {'value': 12, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 12, 'unit': 'grams'}, 'add': '15', 'attribute': 'Flavour'}, {'name': 'Ariana', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}], 'yeast': 'WLP351 - Bavarian Weizen'}",4.4,"['Soft pretzel with mustard', 'Hot Smoked Salmon Salad', 'Rum Fried Banana']",Dry-Hopped Wheat Beer.,A German style wheat beer that is mostly defined by its yeast character. Yeast strain has a massive influence on the final perception of the beer.
270,Blonde Export Stout,55.0,High,8.0,Pale Amber,7.0,Low,16.0,"Our Equity Punk gypsy brewery - Beatnik Brewing Collective - voted for this recipe as their 2017 annual brew. A blonde stout brewed to export strength, the stout character comes from extra ingredients instead of dark malts.",,"{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.3, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.8, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.8, 'unit': 'kilograms'}}, {'name': 'Smoked Malt', 'amount': {'value': 0.2, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 7, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bittering'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 33, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Callista', 'amount': {'value': 33, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Ground Coffee', 'amount': {'value': 33, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Cocoa Nibs', 'amount': {'value': 33, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}, {'name': 'Oak Chips', 'amount': {'value': 33, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}, {'name': 'Vanilla', 'amount': {'value': 3, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Duck Crackling', 'Coq Au Vin', 'Oreo Cheesecake']",Beatnik Brewing Collective 2017.,An oxymoron of a beer. The cocoa nibs are vital in providing that stout like flavour without the associated colour.
271,Small Batch: Cranachan Cream Ale,8.0,Low,5.0,Deep Gold,6.5,Low,10.0,"A cream ale, brewed with raspberry and milk sugars, balancing sweet and tart summer berry with soft bitterness and a full bodied smooth mouthfeel.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Maris Otter', 'amount': {'value': 4.533, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.5670000000000001, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.5670000000000001, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 50, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 50, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 50, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Milk Sugars', 'amount': {'value': 500, 'unit': 'grams'}, 'add': 'Flame out', 'attribute': 'Flavour'}, {'name': 'Raspberry Juice', 'amount': {'value': 3000, 'unit': 'grams'}, 'add': 'Flame out', 'attribute': 'Flavour'}, {'name': 'Amarillo', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.3,"['Gingerbread Man', 'Feta And Tomato Salad With Balsamic Dressing', 'Raspberry Parfait']",Raspberry Cream Ale.,Add heather honey to your boil to make this beer even better!!!
272,Small Batch: Spelt & Honey Saison,22.0,Low,4.0,Pale Gold,5.2,Low,8.0,"A pilot kit Small Batch, experimenting with weizen yeast, honey and spelt.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Maris Otter', 'amount': {'value': 1.7000000000000002, 'unit': 'kilograms'}}, {'name': 'Spelt', 'amount': {'value': 1.133, 'unit': 'kilograms'}}, {'name': 'White Wheat', 'amount': {'value': 0.5670000000000001, 'unit': 'kilograms'}}, {'name': 'Pilsner', 'amount': {'value': 0.5670000000000001, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bittering'}, {'name': 'Mandarina Bavaria', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Golden Honey', 'amount': {'value': 200, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}], 'yeast': 'WLP351 - Bavarian Weizen'}",4.1,"['Pancakes', 'Honey Mustard Chicken', 'CreÌ€me BruÌ‚leÌ�e']",Honey & Spelt Saison,"Spelt malt can slow your run off, similar to Rye. Take your time or add some extra malt to compensate for lower efficiency."
